forecast_id,valid_date,region_id,region_name,latitude,longitude,lead_time_days,rain_forecast,temp_forecast,mslp_forecast,rh_forecast,wind_forecast,cape_forecast,ensemble_spread,synoptic_regime,rain_observed,temp_observed,mslp_observed,rh_observed,wind_observed,cape_observed,rain_error,temp_error,mslp_error,rh_error,wind_error,rain_abs_error,temp_abs_error,mslp_abs_error,rh_abs_error,wind_abs_error,is_rain_bust,is_temp_bust,is_wind_bust,is_mslp_bust,is_forecast_bust,season,saturation_deficit,convective_intensity_index,pressure_anomaly,spatial_pressure_gradient,spatial_rain_gradient,temp_tendency_24h,mslp_tendency_24h,rain_tendency_24h,lead_time_sq,spread_lead_ratio,regime_monsoon_depression,regime_heavy_rainfall,regime_cyclone,regime_heat_wave,regime_western_disturbance,regime_active_break_monsoon,is_rapid_evolving_system,hist_region_bust_rate,hist_region_rain_mae,hist_region_temp_mae
FC_0000013,2024-01-29,NE,East & Northeast India,21.09,93.35,2,4.17,33.24,1012.66,72.22,8.66,793.1,5.53,fair_weather,5.78,32.43,1012.88,68.85,6.22,931.8,-1.6100000000000003,0.8100000000000023,-0.22000000000002728,3.3700000000000045,2.4400000000000004,1.6100000000000003,0.8100000000000023,0.22000000000002728,3.3700000000000045,2.4400000000000004,0,0,0,0,0,Winter,27.78,6.868246,0.5900000000000318,2.13,3.7,1.66,-0.15,-6.15,4,2.765,0,0,0,0,0,0,0,0.1797752808988764,6.552209737827716,1.8855430711610486
FC_0000014,2023-05-22,WG,Western Ghats & West Coast,15.44,75.4,10,0.0,31.75,1001.3,89.63,0.5,50.0,14.12,pre_monsoon,3.63,30.69,1006.02,73.84,4.21,434.7,-3.63,1.0599999999999987,-4.720000000000027,15.789999999999992,-3.71,3.63,1.0599999999999987,4.720000000000027,15.789999999999992,3.71,0,0,0,1,1,Pre-Monsoon,10.370000000000005,0.025,11.950000000000045,2.26,1.6,0.63,-1.23,4.54,100,1.412,0,0,0,0,0,0,0,0.8455284552845529,32.79081300813008,6.509756097560976
FC_0000015,2021-05-11,SP,Southern Peninsula,11.0,76.15,2,10.15,34.1,1007.36,70.48,5.06,398.5,5.48,pre_monsoon,4.68,32.11,1008.48,72.61,7.28,710.2,5.470000000000001,1.990000000000002,-1.1200000000000045,-2.1299999999999955,-2.2200000000000006,5.470000000000001,1.990000000000002,1.1200000000000045,2.1299999999999955,2.2200000000000006,0,0,0,0,0,Pre-Monsoon,29.519999999999996,2.01641,5.889999999999986,2.34,4.19,-0.98,-5.31,2.76,4,2.74,0,0,0,0,0,0,0,0.12658227848101267,6.515105485232067,1.4548523206751058
FC_0000016,2024-08-25,WG,Western Ghats & West Coast,16.64,76.15,1,22.64,29.66,1001.71,98.62,18.43,1792.0,5.11,heavy_rainfall,28.8,28.78,1001.44,95.37,19.95,2029.0,-6.16,0.879999999999999,0.2699999999999818,3.25,-1.5199999999999996,6.16,0.879999999999999,0.2699999999999818,3.25,1.5199999999999996,0,0,0,0,0,SW-Monsoon,1.3799999999999955,33.026559999999996,11.539999999999964,6.13,8.38,-1.38,-0.44,5.62,1,5.11,0,1,0,0,0,0,1,0.1134453781512605,9.086302521008403,1.0998319327731092
FC_0000017,2023-02-09,WG,Western Ghats & West Coast,9.66,74.69,9,5.94,24.73,1011.96,100.0,7.36,702.4,13.58,fair_weather,2.0,27.5,1007.54,72.38,4.92,791.8,3.9400000000000004,-2.7699999999999996,4.420000000000073,27.620000000000005,2.4400000000000004,3.9400000000000004,2.7699999999999996,4.420000000000073,27.620000000000005,2.4400000000000004,0,0,0,1,1,Winter,0.0,5.169664,1.2899999999999636,1.95,2.55,1.31,0.91,0.33,81,1.508888888888889,0,0,0,0,0,0,0,0.8592592592592593,29.854703703703706,6.722148148148149
FC_0000018,2021-12-10,NE,East & Northeast India,23.11,87.02,3,4.9,28.53,1006.97,45.17,7.45,1341.3,7.52,post_monsoon,3.92,32.23,1008.59,43.39,5.99,1120.4,0.9800000000000004,-3.6999999999999957,-1.6200000000000045,1.7800000000000011,1.46,0.9800000000000004,3.6999999999999957,1.6200000000000045,1.7800000000000011,1.46,0,1,0,0,1,Post-Monsoon,54.83,9.992685,6.279999999999973,2.9,3.72,-0.12,0.19,4.11,9,2.5066666666666664,0,0,0,0,0,0,0,0.25190839694656486,7.7308778625954195,2.112251908396947
FC_0000019,2024-12-08,NE,East & Northeast India,27.24,91.46,8,31.39,27.79,1005.05,34.45,1.99,531.1,37.92,post_monsoon,3.54,22.89,1011.98,43.52,3.39,484.0,27.85,4.899999999999999,-6.930000000000064,-9.07,-1.4000000000000001,27.85,4.899999999999999,6.930000000000064,9.07,1.4000000000000001,1,1,0,1,1,Post-Monsoon,65.55,1.0568890000000002,8.200000000000045,2.16,11.19,0.12,0.1,1.46,64,4.74,0,0,0,0,0,0,0,0.7734375,18.668203125,5.0324609375
FC_0000020,2023-03-17,WG,Western Ghats & West Coast,10.59,73.9,7,0.0,27.81,1006.74,46.67,8.24,605.1,10.45,fair_weather,2.85,23.44,1009.69,55.85,5.46,352.4,-2.85,4.369999999999997,-2.9500000000000455,-9.18,2.7800000000000002,2.85,4.369999999999997,2.9500000000000455,9.18,2.7800000000000002,0,1,0,0,1,Pre-Monsoon,53.33,4.9860240000000005,6.509999999999991,3.17,0.3,1.93,1.69,2.33,49,1.4928571428571427,0,0,0,0,0,0,0,0.7466666666666667,29.23102222222222,4.842444444444444
FC_0000021,2022-01-21,SP,Southern Peninsula,15.73,79.67,1,9.67,31.15,1008.26,45.51,7.32,343.9,8.27,fair_weather,7.94,29.29,1007.24,47.94,4.4,674.6,1.7299999999999995,1.8599999999999994,1.0199999999999818,-2.4299999999999997,2.92,1.7299999999999995,1.8599999999999994,1.0199999999999818,2.4299999999999997,2.92,0,0,0,0,0,Winter,54.49,2.517348,4.990000000000009,2.48,5.31,1.4,-2.02,3.99,1,8.27,0,0,0,0,0,0,0,0.1214574898785425,7.125991902834008,1.2743724696356276
FC_0000022,2024-04-30,CI,Central India,25.04,78.6,6,0.0,37.35,996.29,17.33,7.02,668.1,23.86,heat_wave,0.12,44.61,998.44,20.81,8.68,558.3,-0.12,-7.259999999999998,-2.150000000000091,-3.4800000000000004,-1.6600000000000001,0.12,7.259999999999998,2.150000000000091,3.4800000000000004,1.6600000000000001,0,1,0,0,1,Pre-Monsoon,82.67,4.690062,16.960000000000036,4.2,0.7,-0.87,0.16,-5.77,36,3.9766666666666666,0,0,0,1,0,0,1,0.6448979591836734,18.281918367346936,3.7026938775510203
FC_0000023,2023-08-14,NW,Northwest India,32.11,71.77,8,0.0,29.51,1010.28,46.53,2.61,2120.1,12.8,normal_monsoon,1.28,26.03,1012.41,51.6,4.99,1125.4,-1.28,3.4800000000000004,-2.1299999999999955,-5.07,-2.3800000000000003,1.28,3.4800000000000004,2.1299999999999955,5.07,2.3800000000000003,0,1,0,0,1,SW-Monsoon,53.47,5.533460999999999,2.9700000000000273,1.2,0.65,0.41,-1.59,-3.07,64,1.6,0,0,0,0,0,0,0,0.8306451612903226,22.631330645161288,5.529879032258065
FC_0000024,2021-10-04,NE,East & Northeast India,21.66,89.81,6,20.94,23.78,1012.76,87.52,4.95,615.1,9.95,post_monsoon,10.42,28.72,1012.16,73.6,5.86,524.9,10.520000000000001,-4.939999999999998,0.6000000000000227,13.920000000000002,-0.9100000000000001,10.520000000000001,4.939999999999998,0.6000000000000227,13.920000000000002,0.9100000000000001,0,1,0,0,1,Post-Monsoon,12.480000000000004,3.0447450000000003,0.4900000000000091,1.33,7.71,1.07,-2.17,-5.66,36,1.6583333333333332,0,0,0,0,0,0,0,0.5887096774193549,16.5770564516129,4.45866935483871
FC_0000025,2024-03-30,CI,Central India,22.75,76.87,9,152.08,38.01,1013.73,72.14,1.59,1238.6,44.68,fair_weather,10.3,29.64,1014.71,61.62,7.11,939.6,141.78,8.369999999999997,-0.9800000000000182,10.520000000000003,-5.5200000000000005,141.78,8.369999999999997,0.9800000000000182,10.520000000000003,5.5200000000000005,1,1,0,0,1,Pre-Monsoon,27.86,1.969374,-0.4800000000000182,0.53,54.15,1.78,0.46,-3.09,81,4.964444444444444,0,0,0,0,0,0,0,0.8769230769230769,22.42480769230769,6.476230769230769
FC_0000026,2022-04-05,NE,East & Northeast India,28.21,86.81,10,11.69,28.23,1002.67,25.5,3.27,1449.2,14.43,pre_monsoon,5.46,30.53,1008.62,43.07,6.6,1046.6,6.2299999999999995,-2.3000000000000007,-5.9500000000000455,-17.57,-3.3299999999999996,6.2299999999999995,2.3000000000000007,5.9500000000000455,17.57,3.3299999999999996,0,0,0,1,1,Pre-Monsoon,74.5,4.738884,10.580000000000041,2.79,7.39,0.3,-0.93,-5.38,100,1.443,0,0,0,0,0,0,0,0.8785714285714286,31.068464285714285,7.881642857142857
FC_0000027,2024-08-30,WG,Western Ghats & West Coast,12.41,73.06,3,24.44,28.07,998.85,98.78,20.15,3392.8,7.09,heavy_rainfall,27.47,27.86,998.44,91.03,18.24,3221.3,-3.0299999999999976,0.21000000000000085,0.40999999999996817,7.75,1.9100000000000001,3.0299999999999976,0.21000000000000085,0.40999999999996817,7.75,1.9100000000000001,0,0,0,0,0,SW-Monsoon,1.2199999999999989,68.36492,14.399999999999977,7.02,9.52,-1.67,1.42,3.79,9,2.3633333333333333,0,1,0,0,0,0,1,0.32926829268292684,13.52512195121951,2.1642276422764226
FC_0000028,2021-01-22,CI,Central India,21.24,74.4,6,0.0,28.74,1005.66,63.44,10.93,622.3,9.61,fair_weather,1.44,28.49,1006.69,67.86,7.14,526.2,-1.44,0.25,-1.0300000000000864,-4.420000000000002,3.79,1.44,0.25,1.0300000000000864,4.420000000000002,3.79,0,0,0,0,0,Winter,36.56,6.8017389999999995,7.590000000000032,3.84,0.15,-1.5,1.33,-1.47,36,1.6016666666666666,0,0,0,0,0,0,0,0.6448979591836734,18.281918367346936,3.7026938775510203
FC_0000029,2021-09-10,SP,Southern Peninsula,10.18,77.2,10,179.82,32.23,1014.28,25.78,5.03,3164.2,41.89,normal_monsoon,2.25,31.09,1013.31,42.4,4.72,993.4,177.57,1.139999999999997,0.9700000000000273,-16.619999999999997,0.3100000000000005,177.57,1.139999999999997,0.9700000000000273,16.619999999999997,0.3100000000000005,1,0,0,0,1,SW-Monsoon,74.22,15.915925999999999,-1.0299999999999727,1.55,66.14,2.09,-1.87,-4.04,100,4.189,0,0,0,0,0,0,0,0.8880597014925373,40.953582089552235,6.767388059701492
FC_0000030,2023-01-18,SP,Southern Peninsula,11.83,77.99,4,12.54,24.02,1006.74,84.96,5.58,195.1,6.81,fair_weather,0.25,25.18,1007.35,73.66,6.0,459.3,12.29,-1.1600000000000001,-0.6100000000000136,11.299999999999997,-0.41999999999999993,12.29,1.1600000000000001,0.6100000000000136,11.299999999999997,0.41999999999999993,0,0,0,0,0,Winter,15.040000000000006,1.088658,6.509999999999991,2.49,5.16,-0.95,-1.38,1.49,16,1.7025,0,0,0,0,0,0,0,0.37593984962406013,15.084887218045113,2.2651503759398497
FC_0000031,2023-05-07,EC,Bay of Bengal & East Coast,14.02,84.71,10,58.35,35.3,1003.81,32.17,0.5,1523.9,48.13,pre_monsoon,5.86,29.12,1009.67,63.34,3.56,589.3,52.49,6.179999999999996,-5.860000000000014,-31.17,-3.06,52.49,6.179999999999996,5.860000000000014,31.17,3.06,1,1,0,1,1,Pre-Monsoon,67.83,0.76195,9.440000000000055,1.78,21.08,1.46,-2.03,2.45,100,4.813000000000001,0,0,0,0,0,0,0,0.9230769230769231,37.378597285067876,6.533212669683258
FC_0000032,2022-04-20,NW,Northwest India,30.62,71.16,3,23.69,37.26,1004.81,16.78,7.35,1642.5,14.43,heat_wave,1.23,42.24,1003.36,19.08,8.25,1313.1,22.46,-4.980000000000004,1.4499999999999318,-2.299999999999997,-0.9000000000000004,22.46,4.980000000000004,1.4499999999999318,2.299999999999997,0.9000000000000004,0,1,0,0,1,Pre-Monsoon,83.22,12.072375,8.440000000000055,3.29,9.93,0.07,0.72,8.97,9,4.81,0,0,0,1,0,0,1,0.38207547169811323,10.293254716981133,2.4025000000000003
FC_0000033,2023-12-19,NW,Northwest India,34.79,73.46,8,16.16,4.47,1001.94,64.54,13.65,906.0,14.73,western_disturbance,19.5,12.07,1011.57,79.05,12.06,634.2,-3.34,-7.6000000000000005,-9.629999999999995,-14.509999999999991,1.5899999999999999,3.34,7.6000000000000005,9.629999999999995,14.509999999999991,1.5899999999999999,0,1,0,1,1,Post-Monsoon,35.459999999999994,12.3669,11.309999999999945,4.98,8.51,0.34,-0.06,-1.62,64,1.84125,0,0,0,0,1,0,1,0.8306451612903226,22.631330645161288,5.529879032258065
FC_0000034,2022-05-26,NE,East & Northeast India,23.82,96.37,7,0.0,12.73,1000.91,53.61,3.24,810.3,34.45,pre_monsoon,2.98,26.53,1006.93,58.34,5.9,1172.1,-2.98,-13.8,-6.019999999999982,-4.730000000000004,-2.66,2.98,13.8,6.019999999999982,4.730000000000004,2.66,0,1,0,1,1,Pre-Monsoon,46.39,2.625372,12.340000000000032,2.93,2.01,2.09,-0.75,0.6,49,4.921428571428572,0,0,0,0,0,0,0,0.777292576419214,16.60921397379913,5.613624454148471
FC_0000035,2022-12-01,NW,Northwest India,34.99,77.83,7,0.0,22.2,1013.4,79.81,3.29,155.5,11.42,post_monsoon,3.06,25.11,1010.97,69.86,4.29,510.9,-3.06,-2.91,2.42999999999995,9.950000000000003,-1.0,3.06,2.91,2.42999999999995,9.950000000000003,1.0,0,0,0,0,0,Post-Monsoon,20.189999999999998,0.511595,-0.14999999999997726,0.91,0.43,1.12,0.92,-0.73,49,1.6314285714285715,0,0,0,0,0,0,0,0.7428571428571429,18.69661224489796,4.418367346938775
FC_0000036,2023-09-03,EC,Bay of Bengal & East Coast,18.61,83.4,5,0.0,24.99,1008.5,68.47,1.35,50.0,8.49,normal_monsoon,0.83,27.85,1012.27,70.09,3.15,475.5,-0.83,-2.860000000000003,-3.769999999999982,-1.6200000000000045,-1.7999999999999998,0.83,2.860000000000003,3.769999999999982,1.6200000000000045,1.7999999999999998,0,0,0,0,0,SW-Monsoon,31.53,0.0675,4.75,1.26,1.54,0.15,-0.57,4.07,25,1.698,0,0,0,0,0,0,0,0.5407725321888412,24.05197424892704,2.9729613733905578
FC_0000037,2021-07-09,SP,Southern Peninsula,10.25,78.65,1,48.4,21.61,1012.1,72.61,4.42,964.2,9.91,normal_monsoon,10.55,28.37,1010.41,67.45,5.11,648.8,37.849999999999994,-6.760000000000002,1.6900000000000546,5.159999999999997,-0.6900000000000004,37.849999999999994,6.760000000000002,1.6900000000000546,5.159999999999997,0.6900000000000004,1,1,0,0,1,SW-Monsoon,27.39,4.261764,1.1499999999999773,1.27,17.09,-0.82,-2.26,-2.75,1,9.91,0,0,0,0,0,0,0,0.1214574898785425,7.125991902834008,1.2743724696356276
FC_0000038,2023-08-16,CI,Central India,25.85,80.27,6,158.93,18.74,995.88,96.44,22.16,2309.5,10.98,monsoon_depression,155.66,26.91,995.45,87.2,16.89,2890.0,3.2700000000000102,-8.170000000000002,0.42999999999995,9.239999999999995,5.27,3.2700000000000102,8.170000000000002,0.42999999999995,9.239999999999995,5.27,0,1,0,0,1,SW-Monsoon,3.5600000000000023,51.17852,17.370000000000005,7.8,56.14,-0.48,-7.46,2.42,36,1.83,1,0,0,0,0,0,1,0.6448979591836734,18.281918367346936,3.7026938775510203
FC_0000039,2022-11-18,CI,Central India,25.05,77.29,6,26.18,27.34,1012.32,63.55,6.96,1078.1,10.58,post_monsoon,10.72,24.91,1009.64,53.19,3.89,497.8,15.459999999999999,2.4299999999999997,2.6800000000000637,10.36,3.07,15.459999999999999,2.4299999999999997,2.6800000000000637,10.36,3.07,0,0,0,0,0,Post-Monsoon,36.45,7.503575999999999,0.92999999999995,1.98,9.91,0.36,1.03,-4.68,36,1.7633333333333334,0,0,0,0,0,0,0,0.6448979591836734,18.281918367346936,3.7026938775510203
FC_0000040,2023-08-16,SP,Southern Peninsula,11.26,79.98,3,7.06,23.16,1008.42,70.6,6.69,879.9,6.31,normal_monsoon,2.58,25.2,1012.31,74.87,5.53,934.8,4.4799999999999995,-2.039999999999999,-3.8899999999999864,-4.27000000000001,1.1600000000000001,4.4799999999999995,2.039999999999999,3.8899999999999864,4.27000000000001,1.1600000000000001,0,0,0,0,0,SW-Monsoon,29.400000000000006,5.886531,4.830000000000041,2.34,2.63,1.69,1.16,-4.85,9,2.103333333333333,0,0,0,0,0,0,0,0.20179372197309417,7.918385650224215,2.001883408071749
FC_0000041,2022-07-17,WG,Western Ghats & West Coast,17.08,76.92,5,12.07,22.63,1014.08,68.53,6.96,324.7,8.67,normal_monsoon,17.64,24.68,1013.29,63.98,4.57,373.4,-5.57,-2.0500000000000007,0.7900000000000773,4.550000000000004,2.3899999999999997,5.57,2.0500000000000007,0.7900000000000773,4.550000000000004,2.3899999999999997,0,0,0,0,0,SW-Monsoon,31.47,2.259912,-0.8300000000000409,2.06,5.67,0.56,-0.09,5.66,25,1.734,0,0,0,0,0,0,0,0.47297297297297297,15.318648648648647,2.9495045045045045
FC_0000042,2024-06-21,SP,Southern Peninsula,14.2,77.47,9,0.0,33.87,1004.94,57.36,8.48,1098.8,13.35,normal_monsoon,7.75,32.65,1007.23,59.31,6.06,699.1,-7.75,1.2199999999999989,-2.2899999999999636,-1.9500000000000028,2.420000000000001,7.75,1.2199999999999989,2.2899999999999636,1.9500000000000028,2.420000000000001,0,0,0,0,0,SW-Monsoon,42.64,9.317824,8.309999999999945,3.32,1.11,2.35,-2.61,-5.49,81,1.4833333333333334,0,0,0,0,0,0,0,0.8717948717948718,33.72879120879121,7.428937728937728
FC_0000043,2023-04-12,CI,Central India,22.25,83.01,7,12.75,25.31,1010.13,88.14,10.47,813.4,17.16,pre_monsoon,4.74,27.19,1013.21,68.41,7.8,454.7,8.01,-1.8800000000000026,-3.080000000000041,19.730000000000004,2.670000000000001,8.01,1.8800000000000026,3.080000000000041,19.730000000000004,2.670000000000001,0,0,0,0,0,Pre-Monsoon,11.86,8.516298,3.1200000000000045,3.13,5.13,0.02,-0.97,6.2,49,2.4514285714285715,0,0,0,0,0,0,0,0.7537878787878788,21.91992424242424,4.943787878787879
FC_0000044,2024-02-29,NE,East & Northeast India,25.69,88.06,8,10.08,24.96,1013.92,60.59,10.84,1185.7,15.38,fair_weather,5.66,23.21,1012.33,51.9,7.92,1057.1,4.42,1.75,1.5899999999999181,8.690000000000005,2.92,4.42,1.75,1.5899999999999181,8.690000000000005,2.92,0,0,0,0,0,Winter,39.41,12.852988000000002,-0.6699999999999591,2.9,3.61,-1.21,-2.0,2.78,64,1.9225,0,0,0,0,0,0,0,0.7734375,18.668203125,5.0324609375
FC_0000045,2022-10-09,EC,Bay of Bengal & East Coast,15.79,84.65,9,0.0,15.59,1006.96,50.37,6.68,947.8,34.92,post_monsoon,7.73,27.42,1010.08,46.99,3.8,561.0,-7.73,-11.830000000000002,-3.1200000000000045,3.3799999999999955,2.88,7.73,11.830000000000002,3.1200000000000045,3.3799999999999955,2.88,0,1,0,0,1,Post-Monsoon,49.63,6.331303999999999,6.289999999999964,2.77,0.4,-0.63,1.11,-0.88,81,3.8800000000000003,0,0,0,0,0,0,0,0.8455284552845529,35.98406504065041,6.411097560975609
